Level,ExpToNextLevel,GoodReward1,GoodAmount1,GoodReward2,GoodAmount2,GoodReward3,GoodAmount3,PaidGoodReward1,PaidGoodAmount1,PaidGoodReward2,PaidGoodAmount2,PaidGoodReward3,PaidGoodAmount3,ThresholdRewardSet1,ThresholdRewardSet2,ThresholdRewardSet3,ThresholdRewardSet4,ThresholdRewardSet5,MaxFields,MaxEvents,CaretakerStorageCapacity,MillerStorageCapacity,MaxCatAmount,MaxCatHouseAmount,MaxDogAmount,MaxDogHouseAmount,MaxHorseAmount,MaxPonyAmount,MaxHorseHouseAmount,MaxDonkeyAmount,MaxDonkeyHouseAmount,MaxBunnyAmount,MaxBunnyHouseAmount,MaxKittenAmount,MaxKittenHouseAmount,MaxPuppyAmount,MaxPuppyHouseAmount,MaxGuineaPigAmount,MaxGuineaPigHouseAmount,MaxBirdAmount,MaxBirdHouseAmount,MaxAlpacaAmount,MaxAlpacaHouseAmount,MaxHedgehog1Amount,MaxHedgehog2Amount,MaxHoglet1Amount,MaxHoglet2Amount,MaxHedgehogHouseAmount,MaxChickenHabitats,MaxCowHabitats,MaxSheepHabitats,MaxLambHabitats,MaxPigHabitats,MaxGoatHabitats,MaxHammermills,MaxSugarMills,MaxSmelters,MaxBeeHabitats,MaxSquirrelHabitats,MinGoodsInOrderDelivery,MaxGoodsInOrderDelivery,OrderCancelTimeMin,OrderSpeedUpPrice,BoatOrderSpeedUpPrice,MaxOrderCount,CashExpMultiplier,EventCounterClicks,OrderMinValue,OrderMaxValue,DiamondsToCoinsRate,DiamondsToCoinsRateV2,DiamondsToCoinsRateV3,GuestOrderValue,MinCrateAmountInBoatOrder,MaxCrateAmountInBoatOrder,MinBoatOrderValue,MaxBoatOrderValue,MinGoodTypesInBoatOrder,MaxGoodTypesInBoatOrder,MinBoatStayTimeMinutes,MaxBoatStayTimeMinutes,BoatETAMinutes,BoatRewardMultiplier,SpecialOrderProbablity,SpecialOrderMaxCount,TruckCoinMultiplier,TruckEXPMultiplier,BoatCrateCoinMultiplier,BoatCrateEXPMultiplier,EXPEventCurrencyMultiplier,GoodReward4,GoodAmount4,GoodReward5,GoodAmount5,GoodReward6,GoodAmount6,MinTruckOrderValueOfDay,MaxTruckOrderValueOfDay,TargetTruckOrdersPerDay,MaxLockedOrderProducts,MaxTruckOrderMultiplier,MinPeopleQuestEffort,MaxPeopleQuestEffort,PeopleQuestDealersChoiceExpReward,PeopleQuestDealersChoiceCoinReward
57,234000,FreeDiamonds,5,,,,,,,,,,,RS1,RS5,RS2,,,86,344,50,50,2,2,2,4,2,1,5,2,2,2,2,1,1,2,4,,,1,1,2,2,2,,1,,1,3,3,3,2,3,3,2,1,5,1,1,1,5,30,3,5,9,0,88,36,68,9895,83923,196875,77,6,12,275,335,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,66,76,66,66
58,245000,FreeDiamonds,5,Lettuce,3,,,,,,,,,RS7,RS8,RS9,,,86,344,50,50,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,,,1,1,2,2,2,,2,,1,3,3,3,2,3,3,2,1,5,1,1,1,5,30,3,5,9,0,88,37,71,10267,88588,206250,78,6,12,285,345,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,67,77,67,67
59,256000,FreeDiamonds,5,,,,,,,,,,,RS7,RS4,RS5,,,88,352,50,50,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,,,1,1,2,2,2,,2,,1,3,3,3,2,3,3,2,1,5,1,1,1,5,30,3,5,9,0,88,39,74,10648,91622,212500,79,6,12,290,355,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,68,78,68,68
60,267000,FreeDiamonds,8,Garlic,3,,,,,,,,,RS9,RS8,RS6,RS11,,88,352,60,60,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,1,1,1,2,2,2,,2,,1,3,3,3,2,3,3,2,1,5,1,1,1,5,30,3,5,9,0,88,41,78,11037,94656,218750,80,6,12,295,360,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,69,79,69,69
61,278000,FreeDiamonds,8,,,,,,,,,,,RS10,RS6,RS5,RS8,,90,360,60,60,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,1,1,1,2,2,2,,2,,1,3,3,3,2,3,3,2,1,5,1,1,1,5,30,3,5,9,0,88,42,81,11434,97690,225000,81,6,12,305,370,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,70,80,70,70
62,289000,FreeDiamonds,8,,,,,,,,,,,RS3,RS2,RS5,RS4,,90,360,60,60,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,1,1,1,2,2,2,,2,,1,3,3,3,2,3,3,2,1,5,1,1,1,5,30,3,5,9,0,89,44,85,11840,107453,225000,82,6,12,310,375,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,71,81,71,71
63,300000,FreeDiamonds,8,Sunflower,3,,,,,,,,,RS9,RS8,RS6,RS11,,92,368,60,60,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,1,1,1,2,2,2,,2,,1,3,3,3,2,3,3,2,1,5,1,1,1,5,30,3,5,9,0,89,46,88,12254,117216,250000,83,6,12,320,385,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,72,82,72,72
64,311000,FreeDiamonds,8,,,,,,,,,,,RS10,RS8,RS3,RS2,,92,368,60,60,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,,2,,1,3,3,3,2,3,3,2,1,5,1,1,1,5,30,3,5,9,0,89,48,92,12676,126980,275000,84,6,12,330,395,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,73,83,73,73
65,322000,FreeDiamonds,8,Cabbage,3,,,,,,,,,RS8,RS5,RS10,RS7,,94,376,60,60,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,,2,,1,3,3,3,2,3,3,2,1,5,1,1,1,5,30,3,5,9,0,90,50,96,13107,163429,350000,85,6,12,335,400,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,74,84,74,74
66,333000,FreeDiamonds,8,,,,,,,,,,,RS6,RS3,RS9,RS10,,94,376,60,60,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,,2,,1,3,3,3,2,3,3,2,1,5,1,1,1,5,30,3,5,9,0,90,52,100,13546,199878,425000,86,6,12,345,410,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,75,85,75,75
67,344000,FreeDiamonds,8,,,,,,,,,,,RS10,RS8,RS10,RS7,,96,384,60,60,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,,2,,1,3,3,3,2,3,3,2,1,5,1,1,1,5,30,3,5,9,0,90,54,104,13994,236328,500000,87,6,12,350,420,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,76,86,76,76
68,355000,FreeDiamonds,8,Onion,3,,,,,,,,,RS7,RS12,RS4,RS9,,96,384,60,60,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,,2,,1,3,3,3,2,3,3,2,1,5,1,1,1,5,30,3,5,9,0,91,56,108,14450,236328,500000,88,6,12,360,425,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,77,87,77,77
69,366000,FreeDiamonds,8,,,,,,,,,,,RS9,RS3,RS8,RS5,,98,392,60,60,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,,2,,1,3,3,3,2,3,3,2,1,5,1,1,1,5,30,3,5,9,0,91,58,112,14914,236328,500000,89,6,12,365,435,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,78,88,78,78
70,377000,FreeDiamonds,10,Cucumber,3,,,,,,,,,RS4,RS10,RS11,RS6,,98,392,70,70,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,,2,,1,3,3,3,2,3,3,2,1,5,1,1,1,5,30,3,5,9,0,91,60,117,15387,236328,500000,90,6,12,375,445,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,79,89,79,79
71,388000,FreeDiamonds,10,,,,,,,,,,,RS10,RS7,RS3,RS4,,100,400,70,70,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,,2,,1,3,3,3,2,3,3,2,1,5,1,1,1,5,30,3,5,9,0,93,62,121,15869,281605,500000,91,6,12,385,450,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,80,90,80,80
72,399000,FreeDiamonds,10,Beetroot,3,,,,,,,,,RS2,RS8,RS12,RS10,,100,400,70,70,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,,2,,1,3,3,3,2,3,3,2,1,5,1,1,1,5,30,3,5,9,0,93,64,126,16360,326882,500000,92,6,12,390,460,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,81,91,81,81
73,410000,FreeDiamonds,10,,,,,,,,,,,RS10,RS2,RS4,RS5,,102,408,70,70,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,,2,,1,3,3,3,2,3,3,2,1,5,1,1,1,5,30,3,5,9,0,93,66,130,16859,348242,500000,93,6,12,400,470,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,82,92,82,82
74,421000,FreeDiamonds,10,Bellpepper,3,,,,,,,,,RS9,RS7,RS10,RS8,,102,408,70,70,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,,2,,1,3,3,3,2,3,3,2,1,5,1,1,1,5,30,3,5,9,0,94,68,135,17366,369602,500000,94,6,12,405,475,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,83,93,83,83
75,432000,FreeDiamonds,10,,,,,,,,,,,RS5,RS3,RS10,RS7,,104,416,70,70,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,,2,,1,3,3,3,2,3,3,2,1,5,1,1,1,5,30,3,5,9,0,94,71,139,17883,390963,500000,95,6,12,415,485,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,84,94,84,84
76,443000,FreeDiamonds,10,,,,,,,,,,,RS9,RS4,RS7,RS6,,104,416,70,70,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,,2,,1,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,94,73,144,18408,390963,500000,96,6,12,420,495,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,85,95,85,85
77,454000,FreeDiamonds,10,,,,,,,,,,,RS4,RS11,RS9,RS2,,106,424,70,70,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,,2,,1,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,95,75,148,18942,423585,500000,97,6,12,430,500,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,86,96,86,86
78,465000,FreeDiamonds,10,Ginger,3,,,,,,,,,RS6,RS5,RS2,RS9,,106,424,70,70,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,,2,,1,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,95,78,153,19485,435523,500000,98,6,12,440,510,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,87,97,87,87
79,476000,FreeDiamonds,10,,,,,,,,,,,RS5,RS9,RS3,RS4,,108,432,70,70,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,,2,,1,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,95,80,158,20036,447461,500000,99,6,12,445,520,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,88,98,88,88
80,487000,FreeDiamonds,10,TeaLeaves,3,,,,,,,,,RS10,RS9,RS4,RS8,,108,432,80,80,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,,2,,1,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,95,82,163,20597,459400,500000,100,6,12,455,525,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,89,99,89,89
81,498000,FreeDiamonds,10,,,,,,,,,,,RS3,RS10,RS8,RS2,,110,440,80,80,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,,2,,1,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,95,85,168,21166,493047,500000,101,6,12,460,535,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,90,100,90,90
82,509000,FreeDiamonds,10,Peony,3,,,,,,,,,RS6,RS8,RS5,RS9,,110,440,80,80,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,,2,,1,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,95,87,172,21745,503319,500000,102,6,12,470,545,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,91,101,91,91
83,520000,FreeDiamonds,10,Broccoli,3,,,,,,,,,RS4,RS11,RS6,RS9,,112,448,80,80,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,,2,,1,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,95,89,177,22332,513591,500000,103,6,12,475,550,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,92,102,92,92
84,531000,FreeDiamonds,10,Grapes,3,,,,,,,,,RS7,RS9,RS10,RS12,,112,448,80,80,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,1,2,,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,95,92,182,22928,523863,500000,104,6,12,485,560,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,93,103,93,93
85,542000,FreeDiamonds,10,Mint,3,,,,,,,,,RS8,RS2,RS9,RS7,RS10,114,456,80,80,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,1,2,,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,95,94,187,23533,534135,500000,105,6,12,490,570,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,94,104,94,94
86,553000,FreeDiamonds,10,,,,,,,,,,,RS10,RS4,RS3,RS6,RS9,114,456,80,80,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,1,2,,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,95,97,192,24148,544407,500000,106,6,12,500,575,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,95,105,95,95
87,564000,FreeDiamonds,10,,,,,,,,,,,RS11,RS5,RS4,RS8,RS12,116,464,80,80,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,1,2,,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,95,99,197,24771,554678,500000,107,6,12,505,585,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,96,106,96,96
88,575000,FreeDiamonds,10,PassionFruit,3,,,,,,,,,RS8,RS3,RS10,RS9,RS2,116,464,80,80,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,1,2,,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,95,101,202,25404,562382,500000,108,6,12,515,590,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,97,107,97,97
89,586000,FreeDiamonds,10,Mushroom,3,,,,,,,,,RS6,RS4,RS9,RS12,RS10,118,472,80,80,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,1,2,,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,95,104,206,26045,570086,500000,109,6,12,520,600,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,98,108,98,98
90,597000,FreeDiamonds,10,Eggplant,3,,,,,,,,,RS9,RS5,RS11,RS10,RS7,118,472,90,90,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,1,2,1,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,95,106,211,26696,577790,500000,110,6,12,530,605,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,99,109,99,99
91,608000,FreeDiamonds,10,,,,,,,,,,,RS11,RS2,RS3,RS4,RS5,120,480,90,90,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,1,2,1,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,95,108,216,27356,585494,500000,111,6,12,535,615,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,100,110,100,100
92,619000,FreeDiamonds,10,Watermelon,3,,,,,,,,,RS6,RS7,RS8,RS9,RS10,120,480,90,90,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,1,2,1,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,95,111,221,28025,595766,500000,112,6,12,545,620,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,101,111,101,101
93,630000,FreeDiamonds,10,,,,,,,,,,,RS11,RS3,RS5,RS7,RS9,122,488,90,90,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,1,2,1,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,95,113,226,28703,606038,500000,113,6,12,550,630,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,102,112,102,102
94,641000,FreeDiamonds,10,Clay,3,,,,,,,,,RS10,RS8,RS6,RS4,RS2,122,488,90,90,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,1,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,95,115,231,29391,616309,500000,114,6,12,555,635,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,103,113,103,103
95,652000,FreeDiamonds,10,Chickpea,3,,,,,,,,,RS11,RS2,RS3,RS4,RS5,124,496,90,90,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,1,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,95,118,235,30088,622472,500000,115,6,12,565,645,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,104,114,104,104
96,663000,FreeDiamonds,10,,,,,,,,,,,RS6,RS7,RS8,RS9,RS10,124,496,90,90,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,1,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,95,120,240,30794,628635,500000,116,6,12,570,650,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,105,115,105,105
97,674000,FreeDiamonds,10,,,,,,,,,,,RS11,RS3,RS5,RS7,RS9,126,504,90,90,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,1,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,95,122,245,31509,634798,500000,117,6,12,575,660,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,106,116,106,106
98,685000,FreeDiamonds,10,,,,,,,,,,,RS10,RS8,RS6,RS4,RS2,126,504,90,90,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,95,125,249,32234,640961,500000,118,6,12,585,665,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,107,117,107,107
99,696000,FreeDiamonds,10,,,,,,,,,,,RS12,RS2,RS3,RS4,RS5,128,512,90,90,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,95,127,254,32968,647124,500000,119,6,12,590,670,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,108,118,108,108
100,707000,FreeDiamonds,50,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,128,512,100,100,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,95,129,258,33712,654828,500000,120,6,12,595,680,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,109,119,109,109
101,718000,FreeDiamonds,12,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,129,516,100,100,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,95,131,263,33832,662532,500000,120,6,12,600,685,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,110,120,110,110
102,729000,FreeDiamonds,12,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,129,516,100,100,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,96,133,267,33952,670236,500000,121,6,12,610,690,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,111,121,111,111
103,740000,FreeDiamonds,12,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,130,520,100,100,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,96,136,272,34073,677940,500000,121,6,12,615,700,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,112,122,112,112
104,751000,FreeDiamonds,12,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,130,520,100,100,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,96,138,276,34194,688212,500000,121,6,12,620,705,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,113,123,113,113
105,762000,FreeDiamonds,12,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,131,524,100,100,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,96,140,280,34315,698484,500000,121,6,12,625,710,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,114,124,114,114
106,773000,FreeDiamonds,12,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,131,524,100,100,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,96,142,285,34436,708755,500000,122,6,12,630,715,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,115,125,115,115
107,784000,FreeDiamonds,12,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,132,528,100,100,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,96,144,289,34558,719027,500000,122,6,12,635,720,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,116,126,116,116
108,795000,FreeDiamonds,12,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,132,528,100,100,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,96,146,293,34680,729299,500000,122,6,12,640,730,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,117,127,117,117
109,806000,FreeDiamonds,12,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,133,532,100,100,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,96,148,297,34802,739571,500000,122,6,12,645,735,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,118,128,118,118
110,817000,FreeDiamonds,12,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,133,532,100,100,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,96,150,301,34924,745734,500000,123,6,12,650,740,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,119,129,119,119
111,828000,FreeDiamonds,12,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,134,536,100,100,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,96,152,305,35047,751897,500000,123,6,12,660,745,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,120,130,120,120
112,839000,FreeDiamonds,12,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,134,536,100,100,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,96,154,309,35170,758060,500000,123,6,12,665,750,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,121,131,121,121
113,850000,FreeDiamonds,12,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,135,540,100,100,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,96,156,313,35293,764223,500000,123,6,12,670,755,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,122,132,122,122
114,861000,FreeDiamonds,12,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,135,540,100,100,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,96,158,317,35416,770386,500000,124,6,12,670,760,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,123,133,123,123
